id,timestamp,Date,Time,Activity,Place
46,2024-07-29 18:35:18,2024-07-29,18:35:18,Laying,Room
47,2024-07-29 18:35:19,2024-07-29,18:35:19,Laying,Room
48,2024-07-29 18:35:20,2024-07-29,18:35:20,Laying,Room
49,2024-07-29 18:35:20,2024-07-29,18:35:20,Laying,Room
50,2024-07-29 18:35:21,2024-07-29,18:35:21,Laying,Room
51,2024-07-29 18:35:22,2024-07-29,18:35:22,Laying,Room
52,2024-07-29 18:35:23,2024-07-29,18:35:23,Laying,Room
53,2024-07-29 18:35:23,2024-07-29,18:35:23,Laying,Room
54,2024-07-29 18:35:24,2024-07-29,18:35:24,Laying,Room
55,2024-07-29 18:35:25,2024-07-29,18:35:25,Laying,Room
56,2024-07-29 18:35:26,2024-07-29,18:35:26,Laying,Room
57,2024-07-29 18:35:26,2024-07-29,18:35:26,Laying,Room
58,2024-07-29 18:35:27,2024-07-29,18:35:27,Laying,Room
59,2024-07-29 18:35:28,2024-07-29,18:35:28,Laying,Room
60,2024-07-29 18:35:29,2024-07-29,18:35:29,Laying,Room
61,2024-07-29 18:35:29,2024-07-29,18:35:29,Laying,Room
62,2024-07-29 18:35:30,2024-07-29,18:35:30,Laying,Room
63,2024-07-29 18:35:31,2024-07-29,18:35:31,Laying,Room
64,2024-07-29 18:35:32,2024-07-29,18:35:32,Laying,Room
65,2024-07-29 18:35:32,2024-07-29,18:35:32,Laying,Room
66,2024-07-29 18:35:33,2024-07-29,18:35:33,Laying,Room
67,2024-07-29 18:35:34,2024-07-29,18:35:34,Laying,Room
68,2024-07-29 18:35:35,2024-07-29,18:35:35,Laying,Room
69,2024-07-29 18:35:35,2024-07-29,18:35:35,Laying,Room
70,2024-07-29 18:35:36,2024-07-29,18:35:36,Laying,Room
71,2024-07-29 18:35:37,2024-07-29,18:35:37,Laying,Room
72,2024-07-29 18:35:38,2024-07-29,18:35:38,Laying,Room
73,2024-07-29 18:35:38,2024-07-29,18:35:38,Laying,Room
74,2024-07-29 18:35:39,2024-07-29,18:35:39,Laying,Room
75,2024-07-29 18:35:40,2024-07-29,18:35:40,Laying,Room
76,2024-07-29 18:35:41,2024-07-29,18:35:41,Laying,Room
77,2024-07-29 18:35:41,2024-07-29,18:35:41,Laying,Room
78,2024-07-29 18:35:42,2024-07-29,18:35:42,Laying,Room
79,2024-07-29 18:35:43,2024-07-29,18:35:43,Laying,Room
80,2024-07-29 18:35:44,2024-07-29,18:35:44,Laying,Room
81,2024-07-29 18:35:44,2024-07-29,18:35:44,Laying,Room
82,2024-07-29 18:35:45,2024-07-29,18:35:45,Laying,Room
83,2024-07-29 18:35:46,2024-07-29,18:35:46,Laying,Room
84,2024-07-29 18:35:47,2024-07-29,18:35:47,Laying,Room
85,2024-07-29 18:35:47,2024-07-29,18:35:47,Laying,Room
86,2024-07-29 18:35:48,2024-07-29,18:35:48,Laying,Room
87,2024-07-29 18:35:49,2024-07-29,18:35:49,Laying,Room
88,2024-07-29 18:35:50,2024-07-29,18:35:50,Laying,Room
89,2024-07-29 18:35:50,2024-07-29,18:35:50,Laying,Room
90,2024-07-29 18:35:51,2024-07-29,18:35:51,Laying,Room
91,2024-07-29 18:35:52,2024-07-29,18:35:52,Laying,Room
92,2024-07-29 18:35:53,2024-07-29,18:35:53,Laying,Room
93,2024-07-29 18:35:53,2024-07-29,18:35:53,Laying,Room
94,2024-07-29 18:35:54,2024-07-29,18:35:54,Laying,Room
95,2024-07-29 18:35:55,2024-07-29,18:35:55,Laying,Room
96,2024-07-29 18:35:56,2024-07-29,18:35:56,Laying,Room
97,2024-07-29 18:35:56,2024-07-29,18:35:56,Laying,Room
98,2024-07-29 18:35:57,2024-07-29,18:35:57,Laying,Room
99,2024-07-29 18:35:58,2024-07-29,18:35:58,Laying,Room
100,2024-07-29 18:35:59,2024-07-29,18:35:59,Laying,Room
101,2024-07-29 18:35:59,2024-07-29,18:35:59,Laying,Room
102,2024-07-29 18:36:00,2024-07-29,18:36:00,Laying,Room
103,2024-07-29 18:36:01,2024-07-29,18:36:01,Laying,Room
104,2024-07-29 18:36:02,2024-07-29,18:36:02,Laying,Room
105,2024-07-29 18:36:02,2024-07-29,18:36:02,Laying,Room
106,2024-07-29 18:36:03,2024-07-29,18:36:03,Laying,Room
107,2024-07-29 18:36:04,2024-07-29,18:36:04,Laying,Room
108,2024-07-29 18:36:05,2024-07-29,18:36:05,Laying,Room
109,2024-07-29 18:36:05,2024-07-29,18:36:05,Laying,Room
110,2024-07-29 18:36:06,2024-07-29,18:36:06,Laying,Room
111,2024-07-29 18:36:07,2024-07-29,18:36:07,Laying,Room
112,2024-07-29 18:36:08,2024-07-29,18:36:08,Laying,Room
113,2024-07-29 18:36:08,2024-07-29,18:36:08,Laying,Room
114,2024-07-29 18:36:09,2024-07-29,18:36:09,Laying,Room
115,2024-07-29 18:36:10,2024-07-29,18:36:10,Laying,Room
116,2024-07-29 18:36:11,2024-07-29,18:36:11,Laying,Room
117,2024-07-29 18:36:11,2024-07-29,18:36:11,Laying,Room
118,2024-07-29 18:36:12,2024-07-29,18:36:12,Laying,Room
119,2024-07-29 18:36:13,2024-07-29,18:36:13,Laying,Room
120,2024-07-29 18:36:14,2024-07-29,18:36:14,Laying,Room
121,2024-07-29 18:36:14,2024-07-29,18:36:14,Laying,Room
122,2024-07-29 18:36:15,2024-07-29,18:36:15,Laying,Room
123,2024-07-29 18:36:16,2024-07-29,18:36:16,Laying,Room
124,2024-07-29 18:36:17,2024-07-29,18:36:17,Laying,Room
125,2024-07-29 18:36:17,2024-07-29,18:36:17,Laying,Room
126,2024-07-29 18:36:18,2024-07-29,18:36:18,Laying,Room
127,2024-07-29 18:36:19,2024-07-29,18:36:19,Laying,Room
128,2024-07-29 18:36:20,2024-07-29,18:36:20,Laying,Room
129,2024-07-29 18:36:20,2024-07-29,18:36:20,Laying,Room
130,2024-07-29 18:36:21,2024-07-29,18:36:21,Laying,Room
131,2024-07-29 18:36:22,2024-07-29,18:36:22,Laying,Room
132,2024-07-29 18:36:23,2024-07-29,18:36:23,Laying,Room
133,2024-07-29 18:36:23,2024-07-29,18:36:23,Laying,Room
134,2024-07-29 18:36:24,2024-07-29,18:36:24,Laying,Room
135,2024-07-29 18:36:25,2024-07-29,18:36:25,Laying,Room
136,2024-07-29 18:36:26,2024-07-29,18:36:26,Laying,Room
137,2024-07-29 18:36:26,2024-07-29,18:36:26,Laying,Room
138,2024-07-29 18:36:27,2024-07-29,18:36:27,Laying,Room
139,2024-07-29 18:36:28,2024-07-29,18:36:28,Laying,Room
140,2024-07-29 18:36:29,2024-07-29,18:36:29,Laying,Room
141,2024-07-29 18:36:29,2024-07-29,18:36:29,Laying,Room
142,2024-07-29 18:36:30,2024-07-29,18:36:30,Laying,Room
143,2024-07-29 18:36:31,2024-07-29,18:36:31,Laying,Room
144,2024-07-29 18:36:32,2024-07-29,18:36:32,Laying,Room
145,2024-07-29 18:36:32,2024-07-29,18:36:32,Laying,Room
146,2024-07-29 18:36:33,2024-07-29,18:36:33,Laying,Room
147,2024-07-29 18:36:34,2024-07-29,18:36:34,Laying,Room
148,2024-07-29 18:36:35,2024-07-29,18:36:35,Laying,Room
149,2024-07-29 18:36:35,2024-07-29,18:36:35,Laying,Room
150,2024-07-29 18:36:36,2024-07-29,18:36:36,Laying,Room
151,2024-07-29 18:36:37,2024-07-29,18:36:37,Laying,Room
152,2024-07-29 18:36:38,2024-07-29,18:36:38,Laying,Room
153,2024-07-29 18:36:38,2024-07-29,18:36:38,Laying,Room
154,2024-07-29 18:36:39,2024-07-29,18:36:39,Laying,Room
155,2024-07-29 18:36:40,2024-07-29,18:36:40,Laying,Room
156,2024-07-29 18:36:41,2024-07-29,18:36:41,Laying,Room
157,2024-07-29 18:36:41,2024-07-29,18:36:41,Laying,Room
158,2024-07-29 18:36:42,2024-07-29,18:36:42,Laying,Room
159,2024-07-29 18:36:43,2024-07-29,18:36:43,Laying,Room
160,2024-07-29 18:36:44,2024-07-29,18:36:44,Laying,Room
161,2024-07-29 18:36:44,2024-07-29,18:36:44,Laying,Room
162,2024-07-29 18:36:45,2024-07-29,18:36:45,Laying,Room
163,2024-07-29 18:36:46,2024-07-29,18:36:46,Laying,Room
164,2024-07-29 18:36:47,2024-07-29,18:36:47,Laying,Room
165,2024-07-29 18:36:47,2024-07-29,18:36:47,Laying,Room
166,2024-07-29 18:36:48,2024-07-29,18:36:48,Laying,Room
167,2024-07-29 18:36:49,2024-07-29,18:36:49,Laying,Room
168,2024-07-29 18:36:50,2024-07-29,18:36:50,Laying,Room
169,2024-07-29 18:36:50,2024-07-29,18:36:50,Laying,Room
170,2024-07-29 18:36:51,2024-07-29,18:36:51,Laying,Room
171,2024-07-29 18:36:52,2024-07-29,18:36:52,Laying,Room
172,2024-07-29 18:36:53,2024-07-29,18:36:53,Laying,Room
173,2024-07-29 18:36:53,2024-07-29,18:36:53,Laying,Room
174,2024-07-29 18:36:54,2024-07-29,18:36:54,Laying,Room
175,2024-07-29 18:36:55,2024-07-29,18:36:55,Laying,Room
176,2024-07-29 18:36:56,2024-07-29,18:36:56,Laying,Room
177,2024-07-29 18:36:56,2024-07-29,18:36:56,Laying,Room
178,2024-07-29 18:36:57,2024-07-29,18:36:57,Laying,Room
179,2024-07-29 18:36:58,2024-07-29,18:36:58,Laying,Room
180,2024-07-29 18:36:59,2024-07-29,18:36:59,Laying,Room
181,2024-07-29 18:36:59,2024-07-29,18:36:59,Laying,Room
182,2024-07-29 18:37:00,2024-07-29,18:37:00,Laying,Room
183,2024-07-29 18:37:01,2024-07-29,18:37:01,Laying,Room
184,2024-07-29 18:37:02,2024-07-29,18:37:02,Laying,Room
185,2024-07-29 18:37:02,2024-07-29,18:37:02,Laying,Room
186,2024-07-29 18:37:03,2024-07-29,18:37:03,Laying,Room
187,2024-07-29 18:37:04,2024-07-29,18:37:04,Laying,Room
188,2024-07-29 18:37:05,2024-07-29,18:37:05,Laying,Room
189,2024-07-29 18:37:05,2024-07-29,18:37:05,Laying,Room
190,2024-07-29 18:37:06,2024-07-29,18:37:06,Laying,Room
191,2024-07-29 18:37:07,2024-07-29,18:37:07,Laying,Room
192,2024-07-29 18:37:08,2024-07-29,18:37:08,Laying,Room
193,2024-07-29 18:37:08,2024-07-29,18:37:08,Laying,Room
194,2024-07-29 18:37:09,2024-07-29,18:37:09,Laying,Room
195,2024-07-29 18:37:10,2024-07-29,18:37:10,Laying,Room
196,2024-07-29 18:37:11,2024-07-29,18:37:11,Laying,Room
197,2024-07-29 18:37:11,2024-07-29,18:37:11,Laying,Room
198,2024-07-29 18:37:12,2024-07-29,18:37:12,Laying,Room
199,2024-07-29 18:37:13,2024-07-29,18:37:13,Laying,Room
200,2024-07-29 18:37:14,2024-07-29,18:37:14,Laying,Room
201,2024-07-29 18:37:14,2024-07-29,18:37:14,Laying,Room
202,2024-07-29 18:37:15,2024-07-29,18:37:15,Laying,Room
203,2024-07-29 18:37:16,2024-07-29,18:37:16,Laying,Room
204,2024-07-29 18:37:17,2024-07-29,18:37:17,Laying,Room
205,2024-07-29 18:37:17,2024-07-29,18:37:17,Laying,Room
206,2024-07-29 18:37:18,2024-07-29,18:37:18,Laying,Room
207,2024-07-29 18:37:19,2024-07-29,18:37:19,Laying,Room
208,2024-07-29 18:37:20,2024-07-29,18:37:20,Laying,Room
209,2024-07-29 18:37:20,2024-07-29,18:37:20,Laying,Room
210,2024-07-29 18:37:21,2024-07-29,18:37:21,Laying,Room
211,2024-07-29 18:37:22,2024-07-29,18:37:22,Laying,Room
212,2024-07-29 18:37:23,2024-07-29,18:37:23,Laying,Room
213,2024-07-29 18:37:23,2024-07-29,18:37:23,Laying,Room
214,2024-07-29 18:37:24,2024-07-29,18:37:24,Laying,Room
215,2024-07-29 18:37:25,2024-07-29,18:37:25,Laying,Room
216,2024-07-29 18:37:26,2024-07-29,18:37:26,Laying,Room
217,2024-07-29 18:37:26,2024-07-29,18:37:26,Laying,Room
218,2024-07-29 18:37:27,2024-07-29,18:37:27,Laying,Room
219,2024-07-29 18:37:28,2024-07-29,18:37:28,Laying,Room
220,2024-07-29 18:37:29,2024-07-29,18:37:29,Laying,Room
221,2024-07-29 18:37:29,2024-07-29,18:37:29,Laying,Room
222,2024-07-29 18:37:30,2024-07-29,18:37:30,Laying,Room
223,2024-07-29 18:37:31,2024-07-29,18:37:31,Laying,Room
224,2024-07-29 18:37:32,2024-07-29,18:37:32,Laying,Room
225,2024-07-29 18:37:32,2024-07-29,18:37:32,Laying,Room
226,2024-07-29 18:37:33,2024-07-29,18:37:33,Laying,Room
227,2024-07-29 18:37:34,2024-07-29,18:37:34,Laying,Room
228,2024-07-29 18:37:35,2024-07-29,18:37:35,Laying,Room
229,2024-07-29 18:37:35,2024-07-29,18:37:35,Laying,Room
230,2024-07-29 18:37:36,2024-07-29,18:37:36,Laying,Room
231,2024-07-29 18:37:37,2024-07-29,18:37:37,Laying,Room
232,2024-07-29 18:37:38,2024-07-29,18:37:38,Laying,Room
233,2024-07-29 18:37:38,2024-07-29,18:37:38,Laying,Room
234,2024-07-29 18:37:39,2024-07-29,18:37:39,Laying,Room
235,2024-07-29 18:37:40,2024-07-29,18:37:40,Laying,Room
236,2024-07-29 18:37:41,2024-07-29,18:37:41,Laying,Room
237,2024-07-29 18:37:41,2024-07-29,18:37:41,Laying,Room
238,2024-07-29 18:37:42,2024-07-29,18:37:42,Laying,Room
239,2024-07-29 18:37:43,2024-07-29,18:37:43,Laying,Room
240,2024-07-29 18:37:44,2024-07-29,18:37:44,Laying,Room
241,2024-07-29 18:37:44,2024-07-29,18:37:44,Laying,Room
242,2024-07-29 18:37:45,2024-07-29,18:37:45,Laying,Room
243,2024-07-29 18:37:46,2024-07-29,18:37:46,Laying,Room
244,2024-07-29 18:37:47,2024-07-29,18:37:47,Laying,Room
245,2024-07-29 18:37:47,2024-07-29,18:37:47,Laying,Room
246,2024-07-29 18:37:48,2024-07-29,18:37:48,Laying,Room
247,2024-07-29 18:37:49,2024-07-29,18:37:49,Laying,Room
248,2024-07-29 18:37:50,2024-07-29,18:37:50,Laying,Room
249,2024-07-29 18:37:50,2024-07-29,18:37:50,Laying,Room
250,2024-07-29 18:37:51,2024-07-29,18:37:51,Laying,Room
251,2024-07-29 18:37:52,2024-07-29,18:37:52,Laying,Room
252,2024-07-29 18:37:53,2024-07-29,18:37:53,Laying,Room
253,2024-07-29 18:37:53,2024-07-29,18:37:53,Laying,Room
254,2024-07-29 18:37:54,2024-07-29,18:37:54,Laying,Room
255,2024-07-29 18:37:55,2024-07-29,18:37:55,Laying,Room
256,2024-07-29 18:37:56,2024-07-29,18:37:56,Laying,Room
257,2024-07-29 18:37:56,2024-07-29,18:37:56,Laying,Room
258,2024-07-29 18:37:57,2024-07-29,18:37:57,Laying,Room
259,2024-07-29 18:37:58,2024-07-29,18:37:58,Laying,Room
260,2024-07-29 18:37:59,2024-07-29,18:37:59,Laying,Room
261,2024-07-29 18:37:59,2024-07-29,18:37:59,Laying,Room
262,2024-07-29 18:38:00,2024-07-29,18:38:00,Laying,Room
263,2024-07-29 18:38:01,2024-07-29,18:38:01,Laying,Room
264,2024-07-29 18:38:02,2024-07-29,18:38:02,Laying,Room
265,2024-07-29 18:38:02,2024-07-29,18:38:02,Laying,Room
266,2024-07-29 18:38:03,2024-07-29,18:38:03,Laying,Room
267,2024-07-29 18:38:04,2024-07-29,18:38:04,Laying,Room
268,2024-07-29 18:38:05,2024-07-29,18:38:05,Laying,Room
269,2024-07-29 18:38:05,2024-07-29,18:38:05,Laying,Room
270,2024-07-29 18:38:06,2024-07-29,18:38:06,Laying,Room
271,2024-07-29 18:38:07,2024-07-29,18:38:07,Laying,Room
272,2024-07-29 18:38:08,2024-07-29,18:38:08,Laying,Room
273,2024-07-29 18:38:08,2024-07-29,18:38:08,Laying,Room
274,2024-07-29 18:38:09,2024-07-29,18:38:09,Laying,Room
275,2024-07-29 18:38:10,2024-07-29,18:38:10,Laying,Room
276,2024-07-29 18:38:11,2024-07-29,18:38:11,Laying,Room
277,2024-07-29 18:38:11,2024-07-29,18:38:11,Laying,Room
278,2024-07-29 18:38:12,2024-07-29,18:38:12,Laying,Room
279,2024-07-29 18:38:13,2024-07-29,18:38:13,Laying,Room
280,2024-07-29 18:38:14,2024-07-29,18:38:14,Laying,Room
281,2024-07-29 18:38:14,2024-07-29,18:38:14,Laying,Room
282,2024-07-29 18:38:15,2024-07-29,18:38:15,Laying,Room
283,2024-07-29 18:38:16,2024-07-29,18:38:16,Laying,Room
284,2024-07-29 18:38:17,2024-07-29,18:38:17,Laying,Room
285,2024-07-29 18:38:17,2024-07-29,18:38:17,Laying,Room
286,2024-07-29 18:38:18,2024-07-29,18:38:18,Laying,Room
287,2024-07-29 18:38:19,2024-07-29,18:38:19,Laying,Room
288,2024-07-29 18:38:20,2024-07-29,18:38:20,Laying,Room
289,2024-07-29 18:38:20,2024-07-29,18:38:20,Laying,Room
290,2024-07-29 18:38:21,2024-07-29,18:38:21,Laying,Room
291,2024-07-29 18:38:22,2024-07-29,18:38:22,Laying,Room
292,2024-07-29 18:38:23,2024-07-29,18:38:23,Laying,Room
293,2024-07-29 18:38:23,2024-07-29,18:38:23,Laying,Room
294,2024-07-29 18:38:24,2024-07-29,18:38:24,Laying,Room
295,2024-07-29 18:38:25,2024-07-29,18:38:25,Laying,Room
296,2024-07-29 18:38:26,2024-07-29,18:38:26,Laying,Room
297,2024-07-29 18:38:26,2024-07-29,18:38:26,Laying,Room
298,2024-07-29 18:38:27,2024-07-29,18:38:27,Laying,Room
299,2024-07-29 18:38:28,2024-07-29,18:38:28,Laying,Room
300,2024-07-29 18:38:29,2024-07-29,18:38:29,Laying,Room
301,2024-07-29 18:38:29,2024-07-29,18:38:29,Laying,Room
302,2024-07-29 18:38:30,2024-07-29,18:38:30,Laying,Room
303,2024-07-29 18:38:31,2024-07-29,18:38:31,Laying,Room
304,2024-07-29 18:38:32,2024-07-29,18:38:32,Laying,Room
305,2024-07-29 18:38:32,2024-07-29,18:38:32,Laying,Room
306,2024-07-29 18:38:33,2024-07-29,18:38:33,Laying,Room
307,2024-07-29 18:38:34,2024-07-29,18:38:34,Laying,Room
308,2024-07-29 18:38:35,2024-07-29,18:38:35,Laying,Room
309,2024-07-29 18:38:35,2024-07-29,18:38:35,Laying,Room
310,2024-07-29 18:38:36,2024-07-29,18:38:36,Laying,Room
311,2024-07-29 18:38:37,2024-07-29,18:38:37,Laying,Room
312,2024-07-29 18:38:38,2024-07-29,18:38:38,Laying,Room
313,2024-07-29 18:38:38,2024-07-29,18:38:38,Laying,Room
314,2024-07-29 18:38:39,2024-07-29,18:38:39,Laying,Room
315,2024-07-29 18:38:40,2024-07-29,18:38:40,Laying,Room
316,2024-07-29 18:38:41,2024-07-29,18:38:41,Laying,Room
317,2024-07-29 18:38:41,2024-07-29,18:38:41,Laying,Room
318,2024-07-29 18:38:42,2024-07-29,18:38:42,Laying,Room
319,2024-07-29 18:38:43,2024-07-29,18:38:43,Laying,Room
320,2024-07-29 18:38:44,2024-07-29,18:38:44,Laying,Room
321,2024-07-29 18:38:44,2024-07-29,18:38:44,Laying,Room
322,2024-07-29 18:38:45,2024-07-29,18:38:45,Laying,Room
323,2024-07-29 18:38:46,2024-07-29,18:38:46,Laying,Room
324,2024-07-29 18:38:47,2024-07-29,18:38:47,Laying,Room
325,2024-07-29 18:38:47,2024-07-29,18:38:47,Laying,Room
326,2024-07-29 18:38:48,2024-07-29,18:38:48,Laying,Room
327,2024-07-29 18:38:49,2024-07-29,18:38:49,Laying,Room
328,2024-07-29 18:38:50,2024-07-29,18:38:50,Laying,Room
329,2024-07-29 18:38:50,2024-07-29,18:38:50,Laying,Room
330,2024-07-29 18:38:51,2024-07-29,18:38:51,Laying,Room
331,2024-07-29 18:38:52,2024-07-29,18:38:52,Laying,Room
332,2024-07-29 18:38:53,2024-07-29,18:38:53,Laying,Room
333,2024-07-29 18:38:53,2024-07-29,18:38:53,Laying,Room
334,2024-07-29 18:38:54,2024-07-29,18:38:54,Laying,Room
335,2024-07-29 18:38:55,2024-07-29,18:38:55,Laying,Room
336,2024-07-29 18:38:56,2024-07-29,18:38:56,Laying,Room
337,2024-07-29 18:38:56,2024-07-29,18:38:56,Laying,Room
338,2024-07-29 18:38:57,2024-07-29,18:38:57,Laying,Room
339,2024-07-29 18:38:58,2024-07-29,18:38:58,Laying,Room
340,2024-07-29 18:38:59,2024-07-29,18:38:59,Laying,Room
341,2024-07-29 18:38:59,2024-07-29,18:38:59,Laying,Room
342,2024-07-29 18:39:00,2024-07-29,18:39:00,Laying,Room
343,2024-07-29 18:39:01,2024-07-29,18:39:01,Laying,Room
344,2024-07-29 18:39:02,2024-07-29,18:39:02,Laying,Room
345,2024-07-29 18:39:02,2024-07-29,18:39:02,Laying,Room
346,2024-07-29 18:39:03,2024-07-29,18:39:03,Laying,Room
347,2024-07-29 18:39:04,2024-07-29,18:39:04,Laying,Room
348,2024-07-29 18:39:05,2024-07-29,18:39:05,Laying,Room
349,2024-07-29 18:39:05,2024-07-29,18:39:05,Laying,Room
350,2024-07-29 18:39:06,2024-07-29,18:39:06,Laying,Room
351,2024-07-29 18:39:07,2024-07-29,18:39:07,Laying,Room
352,2024-07-29 18:39:08,2024-07-29,18:39:08,Laying,Room
353,2024-07-29 18:39:08,2024-07-29,18:39:08,Laying,Room
354,2024-07-29 18:39:09,2024-07-29,18:39:09,Laying,Room
355,2024-07-29 18:39:10,2024-07-29,18:39:10,Laying,Room
356,2024-07-29 18:39:11,2024-07-29,18:39:11,Laying,Room
357,2024-07-29 18:39:11,2024-07-29,18:39:11,Laying,Room
358,2024-07-29 18:39:12,2024-07-29,18:39:12,Laying,Room
359,2024-07-29 18:39:13,2024-07-29,18:39:13,Laying,Room
360,2024-07-29 18:39:14,2024-07-29,18:39:14,Laying,Room
361,2024-07-29 18:39:14,2024-07-29,18:39:14,Laying,Room
362,2024-07-29 18:39:15,2024-07-29,18:39:15,Laying,Room
363,2024-07-29 18:39:16,2024-07-29,18:39:16,Laying,Room
364,2024-07-29 18:39:17,2024-07-29,18:39:17,Laying,Room
365,2024-07-29 18:39:17,2024-07-29,18:39:17,Laying,Room
366,2024-07-29 18:39:18,2024-07-29,18:39:18,Laying,Room
367,2024-07-29 18:39:19,2024-07-29,18:39:19,Laying,Room
368,2024-07-29 18:39:20,2024-07-29,18:39:20,Laying,Room
369,2024-07-29 18:39:20,2024-07-29,18:39:20,Laying,Room
370,2024-07-29 18:39:21,2024-07-29,18:39:21,Laying,Room
371,2024-07-29 18:39:22,2024-07-29,18:39:22,Laying,Room
372,2024-07-29 18:39:23,2024-07-29,18:39:23,Laying,Room
373,2024-07-29 18:39:23,2024-07-29,18:39:23,Laying,Room
374,2024-07-29 18:39:24,2024-07-29,18:39:24,Laying,Room
375,2024-07-29 18:39:25,2024-07-29,18:39:25,Laying,Room
376,2024-07-29 18:39:26,2024-07-29,18:39:26,Laying,Room
377,2024-07-29 18:39:26,2024-07-29,18:39:26,Laying,Room
378,2024-07-29 18:39:27,2024-07-29,18:39:27,Laying,Room
379,2024-07-29 18:39:28,2024-07-29,18:39:28,Laying,Room
380,2024-07-29 18:39:29,2024-07-29,18:39:29,Laying,Room
381,2024-07-29 18:39:29,2024-07-29,18:39:29,Laying,Room
382,2024-07-29 18:39:30,2024-07-29,18:39:30,Laying,Room
383,2024-07-29 18:39:31,2024-07-29,18:39:31,Laying,Room
384,2024-07-29 18:39:32,2024-07-29,18:39:32,Laying,Room
385,2024-07-29 18:39:32,2024-07-29,18:39:32,Laying,Room
386,2024-07-29 18:39:33,2024-07-29,18:39:33,Laying,Room
387,2024-07-29 18:39:34,2024-07-29,18:39:34,Laying,Room
388,2024-07-29 18:39:35,2024-07-29,18:39:35,Laying,Room
389,2024-07-29 18:39:35,2024-07-29,18:39:35,Laying,Room
390,2024-07-29 18:39:36,2024-07-29,18:39:36,Laying,Room
391,2024-07-29 18:39:37,2024-07-29,18:39:37,Laying,Room
392,2024-07-29 18:39:38,2024-07-29,18:39:38,Laying,Room
393,2024-07-29 18:39:38,2024-07-29,18:39:38,Laying,Room
394,2024-07-29 18:39:39,2024-07-29,18:39:39,Laying,Room
395,2024-07-29 18:39:40,2024-07-29,18:39:40,Laying,Room
396,2024-07-29 18:39:41,2024-07-29,18:39:41,Laying,Room
397,2024-07-29 18:39:41,2024-07-29,18:39:41,Laying,Room
398,2024-07-29 18:39:42,2024-07-29,18:39:42,Laying,Room
